Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,TotalPages,TotalDuration,AveragePageDuration,EngagementScore,Revenue
1,9.0,1,82.0,93,3148.173939,0.021875,0.039475088,3.323971324,0.4,May,3,2,8,13,Returning_Visitor,False,95,3239.173939,34.09656777894737,3239.173939,0
4,91.0,0,0.0,4,61.0,0.0,0.033333333,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,8,152.0,19.0,152.0,0
3,117.0,0,0.0,20,543.8,0.00952381,0.019047619,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,23,660.8,28.730434782608693,660.8,0
2,73.6,5,155.5666667,44,1993.396667,0.01254902,0.041246499,4.107661192,0.0,Sep,2,2,4,1,Returning_Visitor,False,51,2222.5633337,43.57967320980392,2222.5633337,0
0,0.0,0,0.0,8,471.4,0.0,0.075,0.0,0.0,June,2,7,2,1,Returning_Visitor,False,8,471.4,58.925,471.4,0
3,53.25,1,77.0,198,3057.809524,0.0,0.002734559,11.97910693,0.0,May,4,1,5,1,Returning_Visitor,True,202,3188.059524,15.782472891089109,3188.059524,1
0,0.0,0,0.0,19,1651.928571,0.024561404,0.066233766,0.0,1.0,May,2,10,1,1,Returning_Visitor,True,19,1651.928571,86.943609,1651.928571,0
5,47.07142857,0,0.0,58,1660.354762,0.003519062,0.018087558,12.59910233,0.0,May,2,1,1,3,Returning_Visitor,True,63,1707.42619057,27.102003024920634,1707.42619057,0
0,0.0,0,0.0,15,791.0,0.0,0.031111111,19.34826667,0.0,May,2,2,6,1,Returning_Visitor,False,15,791.0,52.733333333333334,791.0,0
0,0.0,0,0.0,66,1216.352121,0.0,0.0,62.853261,0.0,Sep,2,2,4,2,New_Visitor,False,66,1216.352121,18.42957759090909,1216.352121,1
0,0.0,0,0.0,21,952.5333333,0.0,0.01,91.246,0.0,May,2,4,1,3,New_Visitor,False,21,952.5333333,45.35873015714286,952.5333333,1
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,3,8,Returning_Visitor,False,2,0.0,0.0,0.0,1
9,103.9333333,0,0.0,16,172.1333333,0.012,0.049,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,False,25,276.0666666,11.042666664,276.0666666,1
2,76.0,1,79.0,35,2072.666667,0.007207207,0.031081081,8.1,0.8,May,2,4,7,2,Returning_Visitor,False,38,2227.666667,58.62280702631579,2227.666667,0
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,8,400.8,50.1,400.8,0
0,0.0,0,0.0,6,269.25,0.0,0.008333333,0.0,0.0,Nov,3,2,1,11,New_Visitor,False,6,269.25,44.875,269.25,0
0,0.0,0,0.0,7,114.6,0.028571429,0.033333333,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,7,114.6,16.37142857142857,114.6,0
0,0.0,0,0.0,15,1652.0,0.04,0.073333333,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,15,1652.0,110.13333333333334,1652.0,0
9,328.75,0,0.0,108,2793.733084,0.001949318,0.019205066,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,117,3122.483084,26.687889606837608,3122.483084,1
7,156.25,0,0.0,37,1037.355013,0.0,0.0165,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,44,1193.605013,27.127386659090913,1193.605013,0
1,32.0,0,0.0,18,299.5,0.015789474,0.022807018,19.448,0.0,May,2,2,5,1,Returning_Visitor,True,19,331.5,17.44736842105263,331.5,1
0,0.0,0,0.0,9,521.0,0.0,0.02962963,0.0,0.0,Dec,3,2,3,11,New_Visitor,False,9,521.0,57.888888888888886,521.0,0
3,377.0,0,0.0,14,634.0,0.0,0.013333333,0.0,0.0,May,1,1,8,15,New_Visitor,True,17,1011.0,59.470588235294116,1011.0,0
5,34.44242424,0,0.0,103,1843.759347,0.0,0.019613005,0.0,0.0,June,2,4,1,2,Returning_Visitor,True,108,1878.20177124,17.39075714111111,1878.2017712399997,0
2,21.5,1,79.0,56,4899.626984,0.036904762,0.06360119,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,True,59,5000.126984,84.74791498305086,5000.126984,0
0,0.0,0,0.0,29,1137.166667,0.0,0.007142857,22.27457143,0.0,May,1,8,1,11,Returning_Visitor,True,29,1137.166667,39.212643689655174,1137.166667,1
0,0.0,0,0.0,27,1433.71256,0.021937322,0.062113617,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,27,1433.71256,53.100465185185186,1433.71256,0
2,24.5,1,710.0,66,4566.952839,0.006470588,0.018141923,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,69,5301.452839,76.8326498405797,5301.452839,0
1,74.0,0,0.0,49,1616.083333,0.004,0.016,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,50,1690.083333,33.80166666,1690.083333,0
12,198.7727273,4,11.0,76,4514.739394,0.010978836,0.024656643,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,92,4724.5121213,51.35339262282609,4724.5121213,1
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,2,22.0,11.0,22.0,0
9,243.25,3,1475.25,79,3497.214286,0.003448276,0.012643678,32.59864309,0.0,Dec,2,2,2,2,Returning_Visitor,False,91,5215.714286,57.315541604395605,5215.714286,0
1,59.4,0,0.0,73,891.568795,0.0,0.0,258.5498732,0.0,Sep,2,2,3,2,New_Visitor,False,74,950.968795,12.850929662162162,950.968795,1
0,0.0,0,0.0,20,333.3333333,0.01,0.04,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,20,333.3333333,16.666666665,333.33333330000005,0
0,0.0,0,0.0,11,272.0,0.0,0.016666667,0.0,0.8,May,2,2,4,4,Returning_Visitor,False,11,272.0,24.727272727272727,272.0,0
0,0.0,0,0.0,2,11.5,0.0,0.1,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,True,2,11.5,5.75,11.5,0
0,0.0,0,0.0,36,1388.2,0.005555556,0.027777778,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,36,1388.2,38.56111111111111,1388.2,0
3,44.0,0,0.0,10,355.0,0.0,0.016666667,0.0,0.0,May,2,2,1,2,New_Visitor,False,13,399.0,30.692307692307693,399.0,0
0,0.0,0,0.0,3,36.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,3,36.0,12.0,36.0,0
5,110.95,0,0.0,23,448.25,0.024,0.043333333,0.0,0.0,Nov,3,2,8,11,Returning_Visitor,False,28,559.2,19.97142857142857,559.2,0
0,0.0,0,0.0,13,598.5,0.0,0.016666667,0.0,0.0,Nov,2,10,7,2,New_Visitor,False,13,598.5,46.03846153846154,598.5,0
5,389.0,0,0.0,5,310.5,0.0,0.014285714,0.0,0.0,May,2,4,2,2,New_Visitor,False,10,699.5,69.95,699.5,0
0,0.0,0,0.0,13,549.2,0.019230769,0.045421245,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,False,13,549.2,42.24615384615385,549.2,0
1,28.2,1,36.2,130,9447.578514,0.012661499,0.025758194,0.0,0.0,Sep,1,2,5,1,Returning_Visitor,False,132,9511.978514,72.0604432878788,9511.978514000002,0
2,64.0,0,0.0,19,371.2272727,0.001666667,0.029166667,0.0,0.0,Mar,2,4,9,10,Returning_Visitor,False,21,435.2272727,20.725108223809524,435.2272727,0
0,0.0,0,0.0,7,270.75,0.0,0.057142857,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,True,7,270.75,38.67857142857143,270.75,0
0,0.0,0,0.0,12,231.75,0.0,0.016666667,0.0,0.0,Nov,1,1,2,1,Returning_Visitor,False,12,231.75,19.3125,231.75,0
0,0.0,3,62.8,90,2167.900476,0.002898551,0.013297101,0.0,0.0,Aug,1,1,3,4,Returning_Visitor,False,93,2230.700476,23.986026623655913,2230.700476,0
3,334.0,0,0.0,32,4316.833333,0.0,0.003030303,42.70505393,0.0,Dec,8,13,9,20,Other,False,35,4650.833333,132.88095237142855,4650.833333,1
1,15.1,0,0.0,9,248.05,0.0,0.01875,0.0,0.0,Sep,3,2,4,4,New_Visitor,False,10,263.15000000000003,26.315000000000005,263.15000000000003,0
0,0.0,0,0.0,4,33.0,0.1,0.15,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,4,33.0,8.25,33.0,0
0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,8,228.0,28.5,228.0,0
10,275.3333333,1,6.0,19,719.8833333,0.0,0.018518519,0.0,0.0,Sep,2,2,5,5,Returning_Visitor,True,30,1001.2166666,33.37388888666667,1001.2166666,1
4,50.93333333,0,0.0,67,860.021746,0.0,0.002083333,0.0,0.0,Sep,2,4,1,5,New_Visitor,False,71,910.95507933,12.83035323,910.95507933,0
0,0.0,0,0.0,33,735.4392857,0.0,0.002693603,0.0,0.0,Nov,4,2,4,2,Returning_Visitor,False,33,735.4392857,22.28603896060606,735.4392857,0
1,35.0,0,0.0,10,89.33333333,0.0,0.02,0.0,0.0,May,2,2,1,3,New_Visitor,False,11,124.33333333,11.303030302727272,124.33333332999999,0
1,21.0,0,0.0,13,1474.5,0.0,0.016666667,69.46175766,0.0,Dec,2,2,4,3,Returning_Visitor,False,14,1495.5,106.82142857142857,1495.5,1
4,176.9133333,1,40.8,72,1548.194444,0.0,0.007887882,1.891943485,0.0,Aug,2,4,3,5,Returning_Visitor,False,77,1765.9077773,22.933867237662337,1765.9077773,1
11,598.8727273,0,0.0,60,2591.795346,0.009681373,0.019815044,20.32548134,0.0,Nov,3,2,2,11,Returning_Visitor,False,71,3190.6680733,44.93898694788732,3190.6680733,0
0,0.0,0,0.0,20,2403.25,0.01,0.03,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,20,2403.25,120.1625,2403.25,0
4,41.2,1,0.0,15,142.4,0.022222222,0.077777778,0.0,0.0,Jul,1,1,4,2,Returning_Visitor,False,20,183.60000000000002,9.180000000000001,183.60000000000002,0
0,0.0,0,0.0,68,1806.166667,0.004411765,0.027941176,0.0,0.0,Nov,2,2,2,13,Returning_Visitor,True,68,1806.166667,26.561274514705882,1806.166667,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,8,1,Returning_Visitor,False,1,0.0,0.0,0.0,0
15,1011.361111,2,171.5,54,1405.131241,0.0,0.006127451,37.41814196,0.0,Mar,3,2,3,2,New_Visitor,True,71,2587.992352,36.450596507042256,2587.992352,0
0,0.0,0,0.0,2,31.0,0.0,0.05,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,2,31.0,15.5,31.0,0
3,39.875,1,414.5,88,4937.639583,0.002173913,0.005857488,25.57242933,0.0,Nov,2,1,1,2,Returning_Visitor,False,92,5392.014583,58.60885416304348,5392.014583,1
3,165.25,0,0.0,49,1256.383333,0.025133333,0.046907359,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,52,1421.633333,27.339102557692307,1421.633333,0
7,71.0,0,0.0,34,1540.75,0.004878049,0.024390244,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,41,1611.75,39.3109756097561,1611.75,0
0,0.0,3,55.4,36,1018.018025,0.01025641,0.038075929,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,39,1073.418025,27.5235391025641,1073.418025,0
3,61.5,0,0.0,6,794.5,0.0,0.022222222,0.0,0.2,May,2,2,1,2,Returning_Visitor,False,9,856.0,95.11111111111111,856.0,0
1,149.5,0,0.0,32,1562.333333,0.038709677,0.062580645,7.636645161,0.2,May,2,2,3,2,Returning_Visitor,False,33,1711.833333,51.873737363636366,1711.833333,0
0,0.0,0,0.0,17,336.0,0.0,0.01875,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,17,336.0,19.764705882352942,336.0,0
1,11.0,1,8.0,79,2693.582331,0.0,0.003430424,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,False,81,2712.582331,33.48867075308642,2712.5823309999996,0
0,0.0,0,0.0,29,1237.0,0.033333333,0.039761905,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,29,1237.0,42.6551724137931,1237.0,0
0,0.0,0,0.0,18,323.6833333,0.0,0.005208333,0.0,0.0,Dec,3,2,2,1,Returning_Visitor,False,18,323.6833333,17.982407405555556,323.6833333,0
0,0.0,0,0.0,9,82.5,0.0,0.033333333,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,9,82.5,9.166666666666666,82.5,0
0,0.0,2,163.0,62,813.0519481,0.003225806,0.011827957,9.311854839,0.0,May,2,2,5,2,Returning_Visitor,True,64,976.0519481,15.2508116890625,976.0519481,0
0,0.0,0,0.0,2,74.0,0.1,0.15,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,2,74.0,37.0,74.0,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,3,0.0,0.0,0.0,0
1,3.5,0,0.0,26,433.6366667,0.0,0.007692308,0.0,0.0,Jul,2,5,3,3,New_Visitor,True,27,437.1366667,16.190246914814814,437.1366667,0
2,104.0,1,136.5,12,977.5333333,0.0,0.015384615,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,15,1218.0333332999999,81.20222222,1218.0333332999999,0
3,108.5,0,0.0,2,74.66666667,0.0,0.016666667,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,5,183.16666666999998,36.633333334,183.16666666999998,0
0,0.0,0,0.0,10,978.0,0.0,0.025,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,10,978.0,97.8,978.0,0
3,49.5,0,0.0,27,702.6431624,0.015517241,0.027155172,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,30,752.1431624,25.07143874666667,752.1431624,0
0,0.0,0,0.0,5,1289.0,0.066666667,0.084,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,5,1289.0,257.8,1289.0,0
0,0.0,0,0.0,9,348.75,0.0,0.02962963,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,False,9,348.75,38.75,348.75,0
5,47.33333333,0,0.0,65,1267.502814,0.004545455,0.021632395,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,70,1314.83614733,18.78337353328571,1314.83614733,0
0,0.0,0,0.0,8,128.5,0.0,0.025,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,8,128.5,16.0625,128.5,0
0,0.0,0,0.0,43,813.8,0.023255814,0.03255814,0.0,0.6,May,2,5,1,2,Returning_Visitor,False,43,813.8,18.925581395348836,813.8,0
3,112.75,0,0.0,15,658.75,0.0,0.011111111,0.0,0.0,Nov,3,2,6,2,New_Visitor,False,18,771.5,42.861111111111114,771.5,0
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,27,458.5,16.98148148148148,458.5,0
1,77.0,0,0.0,22,710.6666667,0.0,0.002173913,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,23,787.6666667,34.246376813043476,787.6666667,0
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,Feb,4,1,3,3,Returning_Visitor,False,8,95.0,11.875,95.0,0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,3,135.0,45.0,135.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,1,0.0,0.0,0.0,0
7,170.0,0,0.0,27,1342.666667,0.003333333,0.023333333,29.35629782,0.0,Mar,2,2,1,3,Returning_Visitor,False,34,1512.666667,44.490196088235294,1512.666667,1
3,150.75,1,14.0,13,308.5,0.0,0.0125,0.0,0.0,Dec,2,2,5,2,New_Visitor,True,17,473.25,27.83823529411765,473.25,0
1,51.5,0,0.0,12,549.25,0.0,0.015384615,0.0,0.0,Dec,2,2,2,2,New_Visitor,False,13,600.75,46.21153846153846,600.75,0
2,135.0,1,2.0,11,711.5666667,0.0,0.00515873,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,14,848.5666667,60.61190476428572,848.5666667,0
1,75.16666667,0,0.0,20,1173.417614,0.0,0.002,21.41943708,0.0,Nov,3,2,8,11,Returning_Visitor,False,21,1248.58428067,59.45639431761905,1248.58428067,1
8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,60,1218.443074,20.307384566666666,1218.443074,0
0,0.0,0,0.0,22,480.9666667,0.004848485,0.026652893,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,22,480.9666667,21.862121213636364,480.9666667,0
0,0.0,0,0.0,9,1331.0,0.022222222,0.044444444,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,9,1331.0,147.88888888888889,1331.0,0
0,0.0,0,0.0,15,755.25,0.026666667,0.033333333,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,True,15,755.25,50.35,755.25,0
2,72.6,1,15.2,6,425.0,0.0,0.025,0.0,0.0,Jul,2,10,1,4,Returning_Visitor,True,9,512.8,56.977777777777774,512.8,0
5,243.0,3,106.0,22,1654.722222,0.028571429,0.028214286,31.178125,0.0,May,4,2,1,1,Returning_Visitor,False,30,2003.722222,66.79074073333334,2003.722222,0
7,111.0,2,5.0,131,5396.264881,0.003928571,0.013640873,7.513426372,0.0,Nov,2,1,1,2,Returning_Visitor,False,140,5512.264881,39.37332057857143,5512.264881,1
7,253.4,0,0.0,12,832.7,0.0,0.004761905,0.0,0.0,June,2,5,3,5,New_Visitor,False,19,1086.1000000000001,57.16315789473685,1086.1000000000001,0
4,122.25,0,0.0,45,2007.522619,0.013043478,0.018657031,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,False,49,2129.7726190000003,43.46474732653062,2129.7726190000003,0
5,46.0,1,17.0,33,1540.583333,0.0,0.01547619,10.84440741,0.0,Mar,2,2,2,2,Returning_Visitor,True,39,1603.583333,41.11752135897436,1603.583333,0
0,0.0,0,0.0,6,196.5,0.0,0.016666667,0.0,0.0,Nov,1,1,7,2,Returning_Visitor,False,6,196.5,32.75,196.5,0
6,177.6,0,0.0,17,284.7833333,0.009090909,0.022727273,31.99181419,0.0,Oct,4,1,1,2,Returning_Visitor,False,23,462.3833333,20.103623186956522,462.3833333,1
6,265.4,0,0.0,6,161.6,0.0,0.022222222,0.0,0.0,Aug,1,1,3,3,New_Visitor,False,12,427.0,35.583333333333336,427.0,0
0,0.0,2,40.0,152,5617.092505,0.003594771,0.02743431,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,154,5657.092505,36.73436691558441,5657.092504999999,0
3,960.0,0,0.0,10,1218.0,0.0,0.018181818,0.0,0.0,Mar,2,5,1,2,New_Visitor,False,13,2178.0,167.53846153846155,2178.0,0
5,100.6,3,216.6,6,432.0,0.0,0.024242424,0.0,0.0,Sep,1,1,1,5,New_Visitor,False,14,749.2,53.51428571428572,749.2,0
5,417.5,3,151.25,45,1739.25,0.014666667,0.0178,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,53,2308.0,43.54716981132076,2308.0,0
0,0.0,0,0.0,10,234.0,0.022222222,0.088888889,0.0,0.4,May,2,5,1,4,Returning_Visitor,False,10,234.0,23.4,234.0,0
2,1145.25,3,91.30357143,46,2756.19246,0.0,0.01765792,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,51,3992.74603143,78.28913787117648,3992.7460314300006,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,1,0.0,0.0,0.0,0
0,0.0,0,0.0,10,139.7083333,0.0,0.02,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,10,139.7083333,13.97083333,139.7083333,0
2,190.0,1,0.0,37,758.4428571,0.0,0.010526316,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,True,40,948.4428571,23.7110714275,948.4428571,0
1,0.0,3,82.0,120,2895.129762,0.001626016,0.005813008,16.96317099,0.0,Nov,1,2,1,11,Returning_Visitor,False,124,2977.129762,24.00911098387097,2977.129762,1
1,54.0,0,0.0,6,210.5,0.0,0.02,0.0,0.0,Mar,2,2,1,8,New_Visitor,False,7,264.5,37.785714285714285,264.5,0
4,41.0,0,0.0,50,2428.35,0.020512821,0.041868132,9.442927064,0.0,Nov,2,5,3,3,Returning_Visitor,True,54,2469.35,45.7287037037037,2469.35,0
0,0.0,0,0.0,41,2213.0,0.004545455,0.031060606,0.0,0.2,May,2,2,5,4,Returning_Visitor,False,41,2213.0,53.97560975609756,2213.0,0
4,117.32,2,15.0,230,6978.613711,0.015327635,0.036530714,0.0,0.0,Jul,2,2,6,1,Returning_Visitor,True,236,7110.933711,30.131075046610167,7110.933711,0
0,0.0,0,0.0,6,212.0,0.026666667,0.03968254,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,6,212.0,35.333333333333336,212.0,0
0,0.0,0,0.0,8,64.0,0.0,0.05,0.0,0.0,Dec,2,2,3,8,New_Visitor,False,8,64.0,8.0,64.0,0
4,338.0,0,0.0,9,724.76,0.0,0.022380952,0.0,0.0,Sep,3,2,2,4,Returning_Visitor,True,13,1062.76,81.75076923076924,1062.76,0
0,0.0,0,0.0,24,917.0833333,0.008333333,0.031944444,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,24,917.0833333,38.211805554166666,917.0833333,0
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,5,156.0,31.2,156.0,0
0,0.0,0,0.0,8,260.0,0.008333333,0.025,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,True,8,260.0,32.5,260.0,0
10,593.4666667,1,21.2,39,1110.966667,0.004255319,0.010992908,112.4406212,0.0,Sep,4,2,7,2,Returning_Visitor,False,50,1725.6333337,34.512666674,1725.6333337,0
8,126.0,1,13.4,13,217.7166667,0.033333333,0.062,0.0,0.0,Oct,2,2,1,13,Returning_Visitor,False,22,357.1166667,16.23257575909091,357.1166667,0
5,232.4,0,0.0,6,190.4,0.042857143,0.061904762,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,11,422.8,38.43636363636364,422.8,0
9,150.0,0,0.0,128,1799.144235,0.009237379,0.020182874,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,137,1949.144235,14.22733018248175,1949.1442349999998,0
0,0.0,0,0.0,7,323.5,0.0,0.057142857,0.0,0.0,May,2,2,1,5,New_Visitor,False,7,323.5,46.214285714285715,323.5,0
5,63.0,0,0.0,27,458.5,0.0,0.005952381,0.0,0.0,Dec,2,2,6,2,New_Visitor,True,32,521.5,16.296875,521.5,0
0,0.0,0,0.0,9,147.0,0.022222222,0.014814815,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,9,147.0,16.333333333333332,147.0,0
0,0.0,0,0.0,14,266.0166667,0.0,0.042857143,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,14,266.0166667,19.001190478571427,266.0166667,0
1,15.0,0,0.0,29,1714.4,0.024074074,0.048765432,0.0,0.0,May,2,5,6,4,Returning_Visitor,False,30,1729.4,57.64666666666667,1729.4,0
0,0.0,0,0.0,25,588.7190476,0.0,0.014782609,0.0,0.0,May,3,2,4,2,Returning_Visitor,False,25,588.7190476,23.548761904,588.7190476,0
2,95.0,3,48.0,9,259.5,0.0,0.015384615,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,14,402.5,28.75,402.5,0
9,140.875,0,0.0,95,2625.185014,0.003,0.027077656,2.815539375,0.0,Nov,2,2,4,1,Returning_Visitor,False,104,2766.060014,26.596730903846154,2766.060014,0
0,0.0,0,0.0,7,1721.666667,0.038095238,0.038571429,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,7,1721.666667,245.952381,1721.666667,0
9,179.3785714,0,0.0,8,131.9785714,0.0,0.0025,0.0,0.0,Sep,2,2,1,5,New_Visitor,False,17,311.3571428,18.315126047058826,311.3571428,0
0,0.0,0,0.0,5,48.0,0.08,0.093333333,0.0,0.8,May,3,2,4,13,Returning_Visitor,False,5,48.0,9.6,48.0,0
2,49.0,1,127.0,4,188.0,0.033333333,0.0375,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,7,364.0,52.0,364.0,0
0,0.0,0,0.0,38,1251.932143,0.0,0.011302211,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,38,1251.932143,32.94558271052632,1251.932143,0
0,0.0,0,0.0,32,827.6462121,0.0,0.00058651,54.67634844,0.0,Mar,2,2,7,2,Returning_Visitor,False,32,827.6462121,25.863944128125,827.6462121,1
1,52.4,0,0.0,16,176.1,0.0,0.011764706,0.0,0.0,Aug,1,1,1,5,Returning_Visitor,True,17,228.5,13.441176470588236,228.5,0
0,0.0,0,0.0,34,887.6666667,0.0,0.004747475,12.61543434,0.0,May,2,2,5,2,Returning_Visitor,False,34,887.6666667,26.107843138235292,887.6666667,0
0,0.0,0,0.0,31,887.9166667,0.038709677,0.069892473,0.0,0.6,May,1,1,1,15,Returning_Visitor,False,31,887.9166667,28.642473119354836,887.9166667,0
0,0.0,0,0.0,36,925.8333333,0.041666667,0.071296296,0.0,0.8,May,2,2,6,13,Returning_Visitor,False,36,925.8333333,25.71759259166667,925.8333333,0
1,23.2,0,0.0,71,3044.356667,0.0,0.013380282,0.0,0.0,Sep,2,2,3,2,Returning_Visitor,False,72,3067.556667,42.60495370833333,3067.556667,0
0,0.0,0,0.0,5,249.0,0.0,0.04,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,5,249.0,49.8,249.0,0
0,0.0,0,0.0,9,368.5,0.0,0.008333333,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,9,368.5,40.94444444444444,368.5,0
0,0.0,0,0.0,3,313.0,0.0,0.033333333,0.0,0.0,May,2,10,5,4,Returning_Visitor,True,3,313.0,104.33333333333333,313.0,0
0,0.0,0,0.0,7,858.5,0.028571429,0.071428571,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,7,858.5,122.64285714285714,858.5,0
1,11.0,0,0.0,20,1166.333333,0.0,0.002631579,14.1273698,0.0,Nov,2,2,2,2,Returning_Visitor,True,21,1177.333333,56.06349204761905,1177.333333,1
0,0.0,0,0.0,90,3111.683333,0.0,0.013249672,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,True,90,3111.683333,34.57425925555555,3111.683333,0
0,0.0,0,0.0,18,706.05,0.006666667,0.044938272,0.0,0.0,Nov,1,8,1,11,Returning_Visitor,True,18,706.05,39.224999999999994,706.05,0
1,69.6,0,0.0,46,1292.449762,0.004347826,0.005555556,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,47,1362.0497619999999,28.979782170212765,1362.0497619999999,0
0,0.0,0,0.0,19,295.8333333,0.0,0.010526316,0.0,0.0,Nov,2,2,2,2,New_Visitor,False,19,295.8333333,15.570175436842105,295.8333333,0
9,524.9333333,2,30.66666667,31,1157.444833,0.005698006,0.02881889,10.79674946,0.0,Nov,2,2,3,1,Returning_Visitor,True,42,1713.04483297,40.786781737380956,1713.0448329700002,0
0,0.0,0,0.0,9,1217.2,0.033333333,0.040740741,0.0,0.0,May,1,1,5,4,Returning_Visitor,False,9,1217.2,135.24444444444444,1217.2,0
1,4.0,2,11.0,110,3211.827706,0.003571429,0.012916667,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,113,3226.827706,28.55599739823009,3226.827706,0
3,36.0,2,16.0,74,4377.708157,0.02,0.029308735,0.0,0.0,Nov,1,2,3,2,Returning_Visitor,False,79,4429.708157,56.07225515189874,4429.708157,1
